Last_Updated,Building,Available_Bed_Spaces,Percent_Left
2025-02-24 13:00:00,Hedrick Summit,646,0.9281609195402298
2025-02-24 13:00:00,Hitch Suites,125,0.2777777777777778
2025-02-24 13:00:00,Landfair Apartments,0,0.0
2025-02-24 13:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 13:00:00,Laurel,124,0.1618798955613577
2025-02-24 13:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-24 13:00:00,Olympic / Centennial,71,0.04241338112305854
2025-02-24 13:00:00,Palo Verde,80,0.1895734597156398
2025-02-24 13:00:00,Rieber Hall,885,0.8885542168674698
2025-02-24 13:00:00,Rieber Terrace,206,0.2641025641025641
2025-02-24 13:00:00,Rieber Vista,340,0.4885057471264368
2025-02-24 13:00:00,Saxon Suites,35,0.08215962441314555
2025-02-24 13:00:00,Sproul Hall,570,0.5705705705705706
2025-02-24 13:00:00,Sproul Landing / Cove,42,0.041791044776119404
2025-02-24 13:00:00,Sunset Village,545,0.334561080417434
2025-02-24 13:00:00,Tipuana,161,0.17386609071274298
2025-02-24 13:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 13:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 14:00:00,De Neve Plaza,302,0.242570281124498
2025-02-24 14:00:00,De Neve Residence Hall,34,0.0787037037037037
2025-02-24 14:00:00,Dykstra Hall,564,0.7372549019607844
2025-02-24 14:00:00,Gayley Court Apartments,0,0.0
2025-02-24 14:00:00,Gayley Heights,0,0.0
2025-02-24 14:00:00,Glenrock Apartments,0,0.0
2025-02-24 14:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 14:00:00,Hedrick Hall,951,0.9491017964071856
2025-02-24 14:00:00,Hedrick Summit,642,0.9224137931034483
2025-02-24 14:00:00,Hitch Suites,121,0.2688888888888889
2025-02-24 14:00:00,Landfair Apartments,0,0.0
2025-02-24 14:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 14:00:00,Laurel,124,0.1618798955613577
2025-02-24 14:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-02-24 14:00:00,Olympic / Centennial,55,0.032855436081242535
2025-02-24 14:00:00,Palo Verde,83,0.1966824644549763
2025-02-24 14:00:00,Rieber Hall,878,0.8815261044176707
2025-02-24 14:00:00,Rieber Terrace,153,0.19615384615384615
2025-02-24 14:00:00,Rieber Vista,313,0.44971264367816094
2025-02-24 14:00:00,Saxon Suites,28,0.06572769953051644
2025-02-24 14:00:00,Sproul Hall,506,0.5065065065065065
2025-02-24 14:00:00,Sproul Landing / Cove,34,0.03383084577114428
2025-02-24 14:00:00,Sunset Village,489,0.3001841620626151
2025-02-24 14:00:00,Tipuana,156,0.16846652267818574
2025-02-24 14:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 14:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 15:00:00,De Neve Plaza,274,0.22008032128514057
2025-02-24 15:00:00,De Neve Residence Hall,23,0.05324074074074074
2025-02-24 15:00:00,Dykstra Hall,551,0.7202614379084967
2025-02-24 15:00:00,Gayley Court Apartments,0,0.0
2025-02-24 15:00:00,Gayley Heights,0,0.0
2025-02-24 15:00:00,Glenrock Apartments,0,0.0
2025-02-24 15:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 15:00:00,Hedrick Hall,951,0.9491017964071856
2025-02-24 15:00:00,Hedrick Summit,639,0.9181034482758621
2025-02-24 15:00:00,Hitch Suites,120,0.26666666666666666
2025-02-24 15:00:00,Landfair Apartments,0,0.0
2025-02-24 15:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 15:00:00,Laurel,123,0.16057441253263707
2025-02-24 15:00:00,Levering Terrace Apartments,7,0.026022304832713755
2025-02-24 15:00:00,Olympic / Centennial,40,0.023894862604540025
2025-02-24 15:00:00,Palo Verde,81,0.19194312796208532
2025-02-24 15:00:00,Rieber Hall,868,0.8714859437751004
2025-02-24 15:00:00,Rieber Terrace,134,0.1717948717948718
2025-02-24 15:00:00,Rieber Vista,292,0.41954022988505746
2025-02-24 15:00:00,Saxon Suites,19,0.04460093896713615
2025-02-24 15:00:00,Sproul Hall,470,0.47047047047047047
2025-02-24 15:00:00,Sproul Landing / Cove,25,0.024875621890547265
2025-02-24 15:00:00,Sunset Village,457,0.2805402087170043
2025-02-24 15:00:00,Tipuana,155,0.1673866090712743
2025-02-24 15:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 15:00:00,Westwood Palms Apartments,0,0.0
2025-02-24 16:00:00,De Neve Plaza,262,0.21044176706827308
2025-02-24 16:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-02-24 16:00:00,Dykstra Hall,548,0.7163398692810458
2025-02-24 16:00:00,Gayley Court Apartments,0,0.0
2025-02-24 16:00:00,Gayley Heights,0,0.0
2025-02-24 16:00:00,Glenrock Apartments,0,0.0
2025-02-24 16:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-02-24 16:00:00,Hedrick Hall,951,0.9491017964071856
2025-02-24 16:00:00,Hedrick Summit,638,0.9166666666666666
2025-02-24 16:00:00,Hitch Suites,118,0.26222222222222225
2025-02-24 16:00:00,Landfair Apartments,0,0.0
2025-02-24 16:00:00,Landfair Vista Apartments,0,0.0
2025-02-24 16:00:00,Laurel,122,0.15926892950391644
2025-02-24 16:00:00,Levering Terrace Apartments,7,0.026022304832713755
2025-02-24 16:00:00,Olympic / Centennial,34,0.02031063321385902
2025-02-24 16:00:00,Palo Verde,80,0.1895734597156398
2025-02-24 16:00:00,Rieber Hall,864,0.8674698795180723
2025-02-24 16:00:00,Rieber Terrace,128,0.1641025641025641
2025-02-24 16:00:00,Rieber Vista,278,0.3994252873563218
2025-02-24 16:00:00,Saxon Suites,18,0.04225352112676056
2025-02-24 16:00:00,Sproul Hall,462,0.4624624624624625
2025-02-24 16:00:00,Sproul Landing / Cove,23,0.022885572139303482
2025-02-24 16:00:00,Sunset Village,456,0.27992633517495397
2025-02-24 16:00:00,Tipuana,155,0.1673866090712743
2025-02-24 16:00:00,Westwood Chateau Apartments,0,0.0
2025-02-24 16:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 10:00:00,De Neve Plaza,263,0.21124497991967872
2025-03-03 10:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-03-03 10:00:00,Dykstra Hall,548,0.7163398692810458
2025-03-03 10:00:00,Gayley Court Apartments,0,0.0
2025-03-03 10:00:00,Gayley Heights,0,0.0
2025-03-03 10:00:00,Glenrock Apartments,0,0.0
2025-03-03 10:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 10:00:00,Hedrick Hall,951,0.9491017964071856
2025-03-03 10:00:00,Hedrick Summit,641,0.9209770114942529
2025-03-03 10:00:00,Hitch Suites,118,0.26222222222222225
2025-03-03 10:00:00,Landfair Apartments,0,0.0
2025-03-03 10:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 10:00:00,Laurel,122,0.15926892950391644
2025-03-03 10:00:00,Levering Terrace Apartments,7,0.026022304832713755
2025-03-03 10:00:00,Olympic / Centennial,32,0.019115890083632018
2025-03-03 10:00:00,Palo Verde,79,0.1872037914691943
2025-03-03 10:00:00,Rieber Hall,866,0.8694779116465864
2025-03-03 10:00:00,Rieber Terrace,127,0.16282051282051282
2025-03-03 10:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 10:00:00,Saxon Suites,18,0.04225352112676056
2025-03-03 10:00:00,Sproul Hall,458,0.45845845845845845
2025-03-03 10:00:00,Sproul Landing / Cove,23,0.022885572139303482
2025-03-03 10:00:00,Sunset Village,451,0.2768569674647023
2025-03-03 10:00:00,Tipuana,155,0.1673866090712743
2025-03-03 10:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 10:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 11:00:00,De Neve Plaza,262,0.21044176706827308
2025-03-03 11:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-03-03 11:00:00,Dykstra Hall,547,0.7150326797385621
2025-03-03 11:00:00,Gayley Court Apartments,0,0.0
2025-03-03 11:00:00,Gayley Heights,0,0.0
2025-03-03 11:00:00,Glenrock Apartments,0,0.0
2025-03-03 11:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 11:00:00,Hedrick Hall,951,0.9491017964071856
2025-03-03 11:00:00,Hedrick Summit,641,0.9209770114942529
2025-03-03 11:00:00,Hitch Suites,118,0.26222222222222225
2025-03-03 11:00:00,Landfair Apartments,0,0.0
2025-03-03 11:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 11:00:00,Laurel,121,0.15796344647519583
2025-03-03 11:00:00,Levering Terrace Apartments,7,0.026022304832713755
2025-03-03 11:00:00,Olympic / Centennial,32,0.019115890083632018
2025-03-03 11:00:00,Palo Verde,79,0.1872037914691943
2025-03-03 11:00:00,Rieber Hall,866,0.8694779116465864
2025-03-03 11:00:00,Rieber Terrace,128,0.1641025641025641
2025-03-03 11:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 11:00:00,Saxon Suites,18,0.04225352112676056
2025-03-03 11:00:00,Sproul Hall,453,0.45345345345345345
2025-03-03 11:00:00,Sproul Landing / Cove,23,0.022885572139303482
2025-03-03 11:00:00,Sunset Village,448,0.2750153468385513
2025-03-03 11:00:00,Tipuana,152,0.16414686825053995
2025-03-03 11:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 11:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 12:00:00,De Neve Plaza,253,0.20321285140562248
2025-03-03 12:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-03-03 12:00:00,Dykstra Hall,547,0.7150326797385621
2025-03-03 12:00:00,Gayley Court Apartments,0,0.0
2025-03-03 12:00:00,Gayley Heights,3,0.002577319587628866
2025-03-03 12:00:00,Glenrock Apartments,0,0.0
2025-03-03 12:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 12:00:00,Hedrick Hall,950,0.9481037924151696
2025-03-03 12:00:00,Hedrick Summit,641,0.9209770114942529
2025-03-03 12:00:00,Hitch Suites,118,0.26222222222222225
2025-03-03 12:00:00,Landfair Apartments,0,0.0
2025-03-03 12:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 12:00:00,Laurel,121,0.15796344647519583
2025-03-03 12:00:00,Levering Terrace Apartments,16,0.05947955390334572
2025-03-03 12:00:00,Olympic / Centennial,31,0.018518518518518517
2025-03-03 12:00:00,Palo Verde,76,0.18009478672985782
2025-03-03 12:00:00,Rieber Hall,866,0.8694779116465864
2025-03-03 12:00:00,Rieber Terrace,128,0.1641025641025641
2025-03-03 12:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 12:00:00,Saxon Suites,18,0.04225352112676056
2025-03-03 12:00:00,Sproul Hall,450,0.45045045045045046
2025-03-03 12:00:00,Sproul Landing / Cove,23,0.022885572139303482
2025-03-03 12:00:00,Sunset Village,442,0.2713321055862492
2025-03-03 12:00:00,Tipuana,149,0.16090712742980562
2025-03-03 12:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 12:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 13:00:00,De Neve Plaza,248,0.19919678714859437
2025-03-03 13:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-03-03 13:00:00,Dykstra Hall,547,0.7150326797385621
2025-03-03 13:00:00,Gayley Court Apartments,0,0.0
2025-03-03 13:00:00,Gayley Heights,0,0.0
2025-03-03 13:00:00,Glenrock Apartments,0,0.0
2025-03-03 13:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 13:00:00,Hedrick Hall,947,0.9451097804391217
2025-03-03 13:00:00,Hedrick Summit,640,0.9195402298850575
2025-03-03 13:00:00,Hitch Suites,118,0.26222222222222225
2025-03-03 13:00:00,Landfair Apartments,0,0.0
2025-03-03 13:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 13:00:00,Laurel,118,0.15404699738903394
2025-03-03 13:00:00,Levering Terrace Apartments,12,0.04460966542750929
2025-03-03 13:00:00,Olympic / Centennial,31,0.018518518518518517
2025-03-03 13:00:00,Palo Verde,74,0.17535545023696683
2025-03-03 13:00:00,Rieber Hall,869,0.8724899598393574
2025-03-03 13:00:00,Rieber Terrace,128,0.1641025641025641
2025-03-03 13:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 13:00:00,Saxon Suites,18,0.04225352112676056
2025-03-03 13:00:00,Sproul Hall,450,0.45045045045045046
2025-03-03 13:00:00,Sproul Landing / Cove,24,0.023880597014925373
2025-03-03 13:00:00,Sunset Village,439,0.2694904849600982
2025-03-03 13:00:00,Tipuana,150,0.16198704103671707
2025-03-03 13:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 13:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 14:00:00,De Neve Plaza,241,0.19357429718875502
2025-03-03 14:00:00,De Neve Residence Hall,20,0.046296296296296294
2025-03-03 14:00:00,Dykstra Hall,544,0.7111111111111111
2025-03-03 14:00:00,Gayley Court Apartments,0,0.0
2025-03-03 14:00:00,Gayley Heights,0,0.0
2025-03-03 14:00:00,Glenrock Apartments,0,0.0
2025-03-03 14:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 14:00:00,Hedrick Hall,947,0.9451097804391217
2025-03-03 14:00:00,Hedrick Summit,638,0.9166666666666666
2025-03-03 14:00:00,Hitch Suites,118,0.26222222222222225
2025-03-03 14:00:00,Landfair Apartments,0,0.0
2025-03-03 14:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 14:00:00,Laurel,114,0.14882506527415143
2025-03-03 14:00:00,Levering Terrace Apartments,8,0.02973977695167286
2025-03-03 14:00:00,Olympic / Centennial,35,0.02090800477897252
2025-03-03 14:00:00,Palo Verde,72,0.17061611374407584
2025-03-03 14:00:00,Rieber Hall,869,0.8724899598393574
2025-03-03 14:00:00,Rieber Terrace,126,0.16153846153846155
2025-03-03 14:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 14:00:00,Saxon Suites,18,0.04225352112676056
2025-03-03 14:00:00,Sproul Hall,450,0.45045045045045046
2025-03-03 14:00:00,Sproul Landing / Cove,24,0.023880597014925373
2025-03-03 14:00:00,Sunset Village,437,0.2682627378759975
2025-03-03 14:00:00,Tipuana,146,0.15766738660907129
2025-03-03 14:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 14:00:00,Westwood Palms Apartments,0,0.0
2025-03-03 16:00:00,De Neve Plaza,235,0.18875502008032127
2025-03-03 16:00:00,De Neve Residence Hall,16,0.037037037037037035
2025-03-03 16:00:00,Dykstra Hall,541,0.7071895424836602
2025-03-03 16:00:00,Gayley Court Apartments,0,0.0
2025-03-03 16:00:00,Gayley Heights,0,0.0
2025-03-03 16:00:00,Glenrock Apartments,0,0.0
2025-03-03 16:00:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-03 16:00:00,Hedrick Hall,947,0.9451097804391217
2025-03-03 16:00:00,Hedrick Summit,633,0.9094827586206896
2025-03-03 16:00:00,Hitch Suites,113,0.2511111111111111
2025-03-03 16:00:00,Landfair Apartments,0,0.0
2025-03-03 16:00:00,Landfair Vista Apartments,0,0.0
2025-03-03 16:00:00,Laurel,111,0.14490861618798956
2025-03-03 16:00:00,Levering Terrace Apartments,2,0.007434944237918215
2025-03-03 16:00:00,Olympic / Centennial,34,0.02031063321385902
2025-03-03 16:00:00,Palo Verde,74,0.17535545023696683
2025-03-03 16:00:00,Rieber Hall,866,0.8694779116465864
2025-03-03 16:00:00,Rieber Terrace,128,0.1641025641025641
2025-03-03 16:00:00,Rieber Vista,275,0.39511494252873564
2025-03-03 16:00:00,Saxon Suites,19,0.04460093896713615
2025-03-03 16:00:00,Sproul Hall,442,0.44244244244244246
2025-03-03 16:00:00,Sproul Landing / Cove,25,0.024875621890547265
2025-03-03 16:00:00,Sunset Village,425,0.2608962553713935
2025-03-03 16:00:00,Tipuana,148,0.15982721382289417
2025-03-03 16:00:00,Westwood Chateau Apartments,0,0.0
2025-03-03 16:00:00,Westwood Palms Apartments,0,0.0
2025-03-04 10:01:00,De Neve Plaza,233,0.18714859437751005
2025-03-04 10:01:00,De Neve Residence Hall,16,0.037037037037037035
2025-03-04 10:01:00,Dykstra Hall,546,0.7137254901960784
2025-03-04 10:01:00,Gayley Court Apartments,0,0.0
2025-03-04 10:01:00,Gayley Heights,0,0.0
2025-03-04 10:01:00,Glenrock Apartments,0,0.0
2025-03-04 10:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 10:01:00,Hedrick Hall,947,0.9451097804391217
2025-03-04 10:01:00,Hedrick Summit,633,0.9094827586206896
2025-03-04 10:01:00,Hitch Suites,114,0.25333333333333335
2025-03-04 10:01:00,Landfair Apartments,0,0.0
2025-03-04 10:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 10:01:00,Laurel,116,0.1514360313315927
2025-03-04 10:01:00,Levering Terrace Apartments,0,0.0
2025-03-04 10:01:00,Olympic / Centennial,33,0.01971326164874552
2025-03-04 10:01:00,Palo Verde,67,0.15876777251184834
2025-03-04 10:01:00,Rieber Hall,866,0.8694779116465864
2025-03-04 10:01:00,Rieber Terrace,129,0.16538461538461538
2025-03-04 10:01:00,Rieber Vista,273,0.3922413793103448
2025-03-04 10:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 10:01:00,Sproul Hall,442,0.44244244244244246
2025-03-04 10:01:00,Sproul Landing / Cove,19,0.01890547263681592
2025-03-04 10:01:00,Sunset Village,420,0.2578268876611418
2025-03-04 10:01:00,Tipuana,149,0.16090712742980562
2025-03-04 10:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 10:01:00,Westwood Palms Apartments,0,0.0
2025-03-04 11:01:00,De Neve Plaza,230,0.18473895582329317
2025-03-04 11:01:00,De Neve Residence Hall,16,0.037037037037037035
2025-03-04 11:01:00,Dykstra Hall,544,0.7111111111111111
2025-03-04 11:01:00,Gayley Court Apartments,0,0.0
2025-03-04 11:01:00,Gayley Heights,2,0.001718213058419244
2025-03-04 11:01:00,Glenrock Apartments,0,0.0
2025-03-04 11:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 11:01:00,Hedrick Hall,947,0.9451097804391217
2025-03-04 11:01:00,Hedrick Summit,633,0.9094827586206896
2025-03-04 11:01:00,Hitch Suites,115,0.25555555555555554
2025-03-04 11:01:00,Landfair Apartments,0,0.0
2025-03-04 11:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 11:01:00,Laurel,116,0.1514360313315927
2025-03-04 11:01:00,Levering Terrace Apartments,0,0.0
2025-03-04 11:01:00,Olympic / Centennial,32,0.019115890083632018
2025-03-04 11:01:00,Palo Verde,63,0.14928909952606634
2025-03-04 11:01:00,Rieber Hall,865,0.8684738955823293
2025-03-04 11:01:00,Rieber Terrace,127,0.16282051282051282
2025-03-04 11:01:00,Rieber Vista,270,0.3879310344827586
2025-03-04 11:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 11:01:00,Sproul Hall,441,0.44144144144144143
2025-03-04 11:01:00,Sproul Landing / Cove,17,0.01691542288557214
2025-03-04 11:01:00,Sunset Village,420,0.2578268876611418
2025-03-04 11:01:00,Tipuana,152,0.16414686825053995
2025-03-04 11:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 11:01:00,Westwood Palms Apartments,0,0.0
2025-03-04 12:01:00,De Neve Plaza,230,0.18473895582329317
2025-03-04 12:01:00,De Neve Residence Hall,16,0.037037037037037035
2025-03-04 12:01:00,Dykstra Hall,544,0.7111111111111111
2025-03-04 12:01:00,Gayley Court Apartments,0,0.0
2025-03-04 12:01:00,Gayley Heights,1,0.000859106529209622
2025-03-04 12:01:00,Glenrock Apartments,0,0.0
2025-03-04 12:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 12:01:00,Hedrick Hall,953,0.9510978043912176
2025-03-04 12:01:00,Hedrick Summit,633,0.9094827586206896
2025-03-04 12:01:00,Hitch Suites,116,0.2577777777777778
2025-03-04 12:01:00,Landfair Apartments,0,0.0
2025-03-04 12:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 12:01:00,Laurel,115,0.15013054830287206
2025-03-04 12:01:00,Levering Terrace Apartments,0,0.0
2025-03-04 12:01:00,Olympic / Centennial,31,0.018518518518518517
2025-03-04 12:01:00,Palo Verde,63,0.14928909952606634
2025-03-04 12:01:00,Rieber Hall,862,0.8654618473895582
2025-03-04 12:01:00,Rieber Terrace,122,0.1564102564102564
2025-03-04 12:01:00,Rieber Vista,271,0.38936781609195403
2025-03-04 12:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 12:01:00,Sproul Hall,439,0.4394394394394394
2025-03-04 12:01:00,Sproul Landing / Cove,16,0.015920398009950248
2025-03-04 12:01:00,Sunset Village,413,0.25352977286678946
2025-03-04 12:01:00,Tipuana,154,0.16630669546436286
2025-03-04 12:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 12:01:00,Westwood Palms Apartments,0,0.0
2025-03-04 13:01:00,De Neve Plaza,232,0.18634538152610441
2025-03-04 13:01:00,De Neve Residence Hall,15,0.034722222222222224
2025-03-04 13:01:00,Dykstra Hall,547,0.7150326797385621
2025-03-04 13:01:00,Gayley Court Apartments,0,0.0
2025-03-04 13:01:00,Gayley Heights,0,0.0
2025-03-04 13:01:00,Glenrock Apartments,0,0.0
2025-03-04 13:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 13:01:00,Hedrick Hall,952,0.9500998003992016
2025-03-04 13:01:00,Hedrick Summit,633,0.9094827586206896
2025-03-04 13:01:00,Hitch Suites,112,0.24888888888888888
2025-03-04 13:01:00,Landfair Apartments,0,0.0
2025-03-04 13:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 13:01:00,Laurel,115,0.15013054830287206
2025-03-04 13:01:00,Levering Terrace Apartments,0,0.0
2025-03-04 13:01:00,Olympic / Centennial,29,0.017323775388291517
2025-03-04 13:01:00,Palo Verde,62,0.14691943127962084
2025-03-04 13:01:00,Rieber Hall,861,0.8644578313253012
2025-03-04 13:01:00,Rieber Terrace,119,0.15256410256410258
2025-03-04 13:01:00,Rieber Vista,267,0.38362068965517243
2025-03-04 13:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 13:01:00,Sproul Hall,434,0.4344344344344344
2025-03-04 13:01:00,Sproul Landing / Cove,16,0.015920398009950248
2025-03-04 13:01:00,Sunset Village,423,0.2596685082872928
2025-03-04 13:01:00,Tipuana,156,0.16846652267818574
2025-03-04 13:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 13:01:00,Westwood Palms Apartments,0,0.0
2025-03-04 14:01:00,De Neve Plaza,241,0.19357429718875502
2025-03-04 14:01:00,De Neve Residence Hall,22,0.05092592592592592
2025-03-04 14:01:00,Dykstra Hall,543,0.7098039215686275
2025-03-04 14:01:00,Gayley Court Apartments,0,0.0
2025-03-04 14:01:00,Gayley Heights,0,0.0
2025-03-04 14:01:00,Glenrock Apartments,0,0.0
2025-03-04 14:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 14:01:00,Hedrick Hall,956,0.9540918163672655
2025-03-04 14:01:00,Hedrick Summit,633,0.9094827586206896
2025-03-04 14:01:00,Hitch Suites,112,0.24888888888888888
2025-03-04 14:01:00,Landfair Apartments,0,0.0
2025-03-04 14:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 14:01:00,Laurel,115,0.15013054830287206
2025-03-04 14:01:00,Levering Terrace Apartments,0,0.0
2025-03-04 14:01:00,Olympic / Centennial,27,0.016129032258064516
2025-03-04 14:01:00,Palo Verde,62,0.14691943127962084
2025-03-04 14:01:00,Rieber Hall,858,0.8614457831325302
2025-03-04 14:01:00,Rieber Terrace,122,0.1564102564102564
2025-03-04 14:01:00,Rieber Vista,261,0.375
2025-03-04 14:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 14:01:00,Sproul Hall,430,0.43043043043043044
2025-03-04 14:01:00,Sproul Landing / Cove,16,0.015920398009950248
2025-03-04 14:01:00,Sunset Village,416,0.25537139349294047
2025-03-04 14:01:00,Tipuana,155,0.1673866090712743
2025-03-04 14:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 14:01:00,Westwood Palms Apartments,0,0.0
2025-03-04 15:01:00,De Neve Plaza,237,0.19036144578313252
2025-03-04 15:01:00,De Neve Residence Hall,22,0.05092592592592592
2025-03-04 15:01:00,Dykstra Hall,543,0.7098039215686275
2025-03-04 15:01:00,Gayley Court Apartments,0,0.0
2025-03-04 15:01:00,Gayley Heights,0,0.0
2025-03-04 15:01:00,Glenrock Apartments,0,0.0
2025-03-04 15:01:00,Glenrock West Apartments,1,0.009523809523809525
2025-03-04 15:01:00,Hedrick Hall,956,0.9540918163672655
2025-03-04 15:01:00,Hedrick Summit,632,0.9080459770114943
2025-03-04 15:01:00,Hitch Suites,115,0.25555555555555554
2025-03-04 15:01:00,Landfair Apartments,0,0.0
2025-03-04 15:01:00,Landfair Vista Apartments,0,0.0
2025-03-04 15:01:00,Laurel,116,0.1514360313315927
2025-03-04 15:01:00,Levering Terrace Apartments,1,0.0037174721189591076
2025-03-04 15:01:00,Olympic / Centennial,27,0.016129032258064516
2025-03-04 15:01:00,Palo Verde,61,0.14454976303317535
2025-03-04 15:01:00,Rieber Hall,855,0.858433734939759
2025-03-04 15:01:00,Rieber Terrace,120,0.15384615384615385
2025-03-04 15:01:00,Rieber Vista,255,0.36637931034482757
2025-03-04 15:01:00,Saxon Suites,19,0.04460093896713615
2025-03-04 15:01:00,Sproul Hall,432,0.43243243243243246
2025-03-04 15:01:00,Sproul Landing / Cove,13,0.012935323383084577
2025-03-04 15:01:00,Sunset Village,413,0.25352977286678946
2025-03-04 15:01:00,Tipuana,155,0.1673866090712743
2025-03-04 15:01:00,Westwood Chateau Apartments,0,0.0
2025-03-04 15:01:00,Westwood Palms Apartments,0,0.0
